TABLE NO.  1
 NMROW       TVKA        TVV2        TVV3        TVCL        KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  2.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.0807E-02  5.3945E-02  0.0000E+00  1.9013E-01  0.0000E+00  0.0000E+00
  2.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.7643E-02  1.1355E-01  0.0000E+00  1.8171E-01  0.0000E+00  0.0000E+00
  2.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.4604E-02  9.3005E-02  0.0000E+00  1.7419E-01  0.0000E+00  0.0000E+00
  2.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.1685E-02  6.6287E-02  0.0000E+00  1.6739E-01  0.0000E+00  0.0000E+00
  2.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.8881E-02  5.1905E-02  0.0000E+00  1.6113E-01  0.0000E+00  0.0000E+00
  2.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.6186E-02  6.4007E-02  0.0000E+00  1.5532E-01  0.0000E+00  0.0000E+00
  2.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.6186E-02  8.9244E-02  0.0000E+00  1.5532E-01  0.0000E+00  0.0000E+00
  2.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.0952E+00  1.9558E+00  0.0000E+00  1.5952E+00  0.0000E+00  0.0000E+00
  2.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.2721E+00  1.5956E+00  0.0000E+00  1.3938E+00  0.0000E+00  0.0000E+00
  3.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.8592E-01  3.7495E-01  0.0000E+00  1.1028E+00  0.0000E+00  0.0000E+00
  3.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  3.8826E-01  5.1096E-01  0.0000E+00  8.7289E-01  0.0000E+00  0.0000E+00
  3.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.4497E-01  2.8989E-01  0.0000E+00  7.0194E-01  0.0000E+00  0.0000E+00
  3.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.7570E-01  9.4018E-02  0.0000E+00  5.7549E-01  0.0000E+00  0.0000E+00
  3.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.4112E-01  1.7663E-01  0.0000E+00  4.8158E-01  0.0000E+00  0.0000E+00
  3.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.2275E-01  1.1975E-01  0.0000E+00  4.1138E-01  0.0000E+00  0.0000E+00
  3.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.1199E-01  8.9560E-02  0.0000E+00  3.5846E-01  0.0000E+00  0.0000E+00
  3.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.0484E-01  1.1435E-01  0.0000E+00  3.1813E-01  0.0000E+00  0.0000E+00
  3.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.9460E-02  1.1161E-01  0.0000E+00  2.8701E-01  0.0000E+00  0.0000E+00
  3.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.4975E-02  9.9403E-02  0.0000E+00  2.6263E-01  0.0000E+00  0.0000E+00
  4.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.0984E-02  1.1696E-01  0.0000E+00  2.4319E-01  0.0000E+00  0.0000E+00
  4.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.7297E-02  1.0160E-01  0.0000E+00  2.2740E-01  0.0000E+00  0.0000E+00
  4.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.3823E-02  8.4565E-02  0.0000E+00  2.1431E-01  0.0000E+00  0.0000E+00
  4.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.0516E-02  1.1665E-01  0.0000E+00  2.0323E-01  0.0000E+00  0.0000E+00
  4.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.7354E-02  7.3773E-02  0.0000E+00  1.9367E-01  0.0000E+00  0.0000E+00
  4.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.4322E-02  7.3338E-02  0.0000E+00  1.8525E-01  0.0000E+00  0.0000E+00
  4.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.1412E-02  4.4804E-02  0.0000E+00  1.7770E-01  0.0000E+00  0.0000E+00
  4.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.8617E-02  5.8889E-02  0.0000E+00  1.7084E-01  0.0000E+00  0.0000E+00
  4.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.5932E-02  5.4899E-02  0.0000E+00  1.6452E-01  0.0000E+00  0.0000E+00
  4.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.3352E-02  4.7687E-02  0.0000E+00  1.5864E-01  0.0000E+00  0.0000E+00
  5.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.0874E-02  3.4183E-02  0.0000E+00  1.5311E-01  0.0000E+00  0.0000E+00
  5.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  5.8492E-02  7.6528E-02  0.0000E+00  1.4788E-01  0.0000E+00  0.0000E+00
  5.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.0878E+00  1.1213E+00  0.0000E+00  1.5882E+00  0.0000E+00  0.0000E+00
  5.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.2650E+00  1.3594E+00  0.0000E+00  1.3873E+00  0.0000E+00  0.0000E+00
  5.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.7910E-01  6.5944E-01  0.0000E+00  1.0965E+00  0.0000E+00  0.0000E+00
  5.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  3.8170E-01  4.2237E-01  0.0000E+00  8.6694E-01  0.0000E+00  0.0000E+00
  5.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.3867E-01  3.6250E-01  0.0000E+00  6.9625E-01  0.0000E+00  0.0000E+00
  5.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.6964E-01  1.5696E-01  0.0000E+00  5.7002E-01  0.0000E+00  0.0000E+00
  5.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.3530E-01  8.9818E-02  0.0000E+00  4.7632E-01  0.0000E+00  0.0000E+00
  5.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.1716E-01  1.3166E-01  0.0000E+00  4.0632E-01  0.0000E+00  0.0000E+00
  6.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.0661E-01  1.4358E-01  0.0000E+00  3.5357E-01  0.0000E+00  0.0000E+00
  6.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.9681E-02  1.2657E-01  0.0000E+00  3.1342E-01  0.0000E+00  0.0000E+00
  6.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.4500E-02  9.8109E-02  0.0000E+00  2.8246E-01  0.0000E+00  0.0000E+00
  6.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.0209E-02  7.3485E-02  0.0000E+00  2.5823E-01  0.0000E+00  0.0000E+00
  6.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.6405E-02  1.3016E-01  0.0000E+00  2.3894E-01  0.0000E+00  0.0000E+00
  6.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.2897E-02  4.4598E-02  0.0000E+00  2.2329E-01  0.0000E+00  0.0000E+00
  6.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.9595E-02  8.1505E-02  0.0000E+00  2.1033E-01  0.0000E+00  0.0000E+00
  6.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.6454E-02  9.2014E-02  0.0000E+00  1.9938E-01  0.0000E+00  0.0000E+00
  6.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.3450E-02  2.9314E-02  0.0000E+00  1.8994E-01  0.0000E+00  0.0000E+00
  6.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.0571E-02  7.0622E-02  0.0000E+00  1.8164E-01  0.0000E+00  0.0000E+00
  7.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.7807E-02  7.8895E-02  0.0000E+00  1.7421E-01  0.0000E+00  0.0000E+00
  7.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.5153E-02  7.2841E-02  0.0000E+00  1.6746E-01  0.0000E+00  0.0000E+00
  7.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.2604E-02  7.1426E-02  0.0000E+00  1.6125E-01  0.0000E+00  0.0000E+00
  7.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.0155E-02  9.1950E-02  0.0000E+00  1.5547E-01  0.0000E+00  0.0000E+00
  7.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  5.7801E-02  1.9552E-02  0.0000E+00  1.5005E-01  0.0000E+00  0.0000E+00
  7.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  5.5540E-02  6.6356E-02  0.0000E+00  1.4492E-01  0.0000E+00  0.0000E+00
  7.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.0850E+00  1.8316E+00  0.0000E+00  1.5854E+00  0.0000E+00  0.0000E+00
  7.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.2623E+00  1.1967E+00  0.0000E+00  1.3845E+00  0.0000E+00  0.0000E+00
  7.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.7648E-01  4.9671E-01  0.0000E+00  1.0938E+00  0.0000E+00  0.0000E+00
  7.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  3.7919E-01  4.6795E-01  0.0000E+00  8.6434E-01  0.0000E+00  0.0000E+00
  8.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.3625E-01  1.3995E-01  0.0000E+00  6.9373E-01  0.0000E+00  0.0000E+00
  8.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.6732E-01  2.4234E-01  0.0000E+00  5.6759E-01  0.0000E+00  0.0000E+00
  8.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.3307E-01  6.0048E-02  0.0000E+00  4.7397E-01  0.0000E+00  0.0000E+00
  8.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.1501E-01  1.1134E-01  0.0000E+00  4.0404E-01  0.0000E+00  0.0000E+00
  8.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.0455E-01  1.0023E-01  0.0000E+00  3.5136E-01  0.0000E+00  0.0000E+00
  8.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.7700E-02  1.2183E-01  0.0000E+00  3.1128E-01  0.0000E+00  0.0000E+00
  8.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  9.2597E-02  1.0666E-01  0.0000E+00  2.8038E-01  0.0000E+00  0.0000E+00
  8.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.8380E-02  7.1980E-02  0.0000E+00  2.5622E-01  0.0000E+00  0.0000E+00
  8.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.4647E-02  6.1844E-02  0.0000E+00  2.3699E-01  0.0000E+00  0.0000E+00
  8.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  8.1208E-02  6.1833E-02  0.0000E+00  2.2141E-01  0.0000E+00  0.0000E+00
  9.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.7972E-02  1.0108E-01  0.0000E+00  2.0851E-01  0.0000E+00  0.0000E+00
  9.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.4894E-02  7.1082E-02  0.0000E+00  1.9762E-01  0.0000E+00  0.0000E+00
  9.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  7.1952E-02  4.9590E-02  0.0000E+00  1.8824E-01  0.0000E+00  0.0000E+00
  9.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.9131E-02  6.1114E-02  0.0000E+00  1.7999E-01  0.0000E+00  0.0000E+00
  9.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.6424E-02  5.5300E-02  0.0000E+00  1.7262E-01  0.0000E+00  0.0000E+00
  9.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.3824E-02  5.2996E-02  0.0000E+00  1.6592E-01  0.0000E+00  0.0000E+00
  9.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.1327E-02  7.9710E-02  0.0000E+00  1.5976E-01  0.0000E+00  0.0000E+00
  9.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  5.8928E-02  7.3715E-02  0.0000E+00  1.5403E-01  0.0000E+00  0.0000E+00
  9.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  5.6622E-02  4.7855E-02  0.0000E+00  1.4865E-01  0.0000E+00  0.0000E+00
  9.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  5.4407E-02  6.8663E-02  0.0000E+00  1.4356E-01  0.0000E+00  0.0000E+00
  1.0000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.0839E+00  2.6440E+00  0.0000E+00  1.5841E+00  0.0000E+00  0.0000E+00
  1.0100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.2613E+00  1.2000E+00  0.0000E+00  1.3832E+00  0.0000E+00  0.0000E+00
  1.0200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  6.7547E-01  6.8706E-01  0.0000E+00  1.0926E+00  0.0000E+00  0.0000E+00
  1.0300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  3.7822E-01  4.0506E-01  0.0000E+00  8.6315E-01  0.0000E+00  0.0000E+00
  1.0400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  2.3532E-01  1.1460E-01  0.0000E+00  6.9258E-01  0.0000E+00  0.0000E+00
  1.0500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.6643E-01  2.4282E-01  0.0000E+00  5.6647E-01  0.0000E+00  0.0000E+00
  1.0600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.3221E-01  7.5127E-02  0.0000E+00  4.7289E-01  0.0000E+00  0.0000E+00
  1.0700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0487E+01  1.5006E+02  2.1958E+01  8.4865E+00  1.1419E-01  1.0522E-01  0.0000E+00  4.0299E-01  0.0000E+00  0.0000E+00
